CWE-ID,Name
782,Раскрытый IOCTL с недостаточным контролем доступа
783,Логическая ошибка приоритета операторов
784,Использование Cookie без проверки валидности и целостности в решении безопасности
785,Использование функции манипуляции путем без указания максимального размера буфера
786,Доступ к ячейке памяти перед началом буфера
787,Запись за границами буфера
788,Доступ к ячейке памяти после конца буфера
789,Выделение памяти с чрезмерным значением размера
790,Некорректная фильтрация специальных элементов
791,Неполная фильтрация специальных элементов
792,Неполная фильтрация одного или нескольких экземпляров специальных элементов
793,Фильтрация только одного экземпляра специального элемента
794,Неполная фильтрация нескольких экземпляров специальных элементов
795,Фильтрация специальных элементов только в указанном месте
796,Фильтрация специальных элементов только относительно маркера
797,Фильтрация специальных элементов только в абсолютной позиции
798,Использование жестко заданных учетных данных
799,Некорректный контроль частоты взаимодействия
804,Легко угадываемая CAPTCHA
805,Доступ к буферу с некорректным значением длины
806,Доступ к буферу с использованием размера исходного буфера
807,Использование недоверенных входных данных в решении безопасности
820,Отсутствие синхронизации
821,Некорректная синхронизация
822,Разыменование недоверенного указателя
823,Использование выходящего за границы смещения указателя
824,Доступ к неинициализированному указателю
825,Разыменование просроченного указателя
826,Преждевременное освобождение ресурса в течение ожидаемого срока службы
827,Некорректный контроль определения типа документа
828,Обработчик сигнала с функциональностью небезопасной для асинхронного выполнения
829,Включение функциональности из недоверенной сферы управления
830,Включение веб-функциональности из недоверенного источника
831,Функция-обработчик сигнала связанная с несколькими сигналами
832,Разблокировка ресурса который не был заблокирован
833,Взаимная блокировка (Deadlock)
834,Чрезмерная итерация
835,"Цикл с недостижимым условием выхода («Бесконечный цикл»)"
836,Использование хеша пароля вместо пароля для аутентификации
837,"Некорректное обеспечение однократности действия"
838,Неподходящее кодирование для контекста вывода
839,Сравнение числового диапазона без проверки минимума
841,Некорректное обеспечение рабочего процесса
842,Помещение пользователя в неверную группу
843,"Доступ к ресурсу с использованием несовместимого типа («Приведение типов»)"
862,Отсутствие авторизации
863,Некорректная авторизация
908,Использование неинициализированного ресурса
909,Отсутствие инициализации ресурса
910,Использование просроченного файлового дескриптора
911,Некорректное обновление счетчика ссылок
912,Скрытая функциональность
913,Некорректный контроль динамически управляемых ресурсов кода
914,Некорректный контроль динамически определяемых переменных
915,Некорректно контролируемая модификация динамически определяемых атрибутов объекта
916,Использование хеша пароля с недостаточными вычислительными затратами
917,"Некорректная нейтрализация специальных элементов в операторе языка выражений («Внедрение в язык выражений»)"
918,Подделка запросов на стороне сервера (SSRF)
920,Некорректное ограничение энергопотребления
921,Хранение чувствительных данных в механизме без контроля доступа
922,Небезопасное хранение чувствительной информации
923,Некорректное ограничение канала связи предполагаемыми конечными точками
924,Некорректное обеспечение целостности сообщений при передаче по каналу связи
925,Некорректная проверка намерения приемником широковещательных сообщений
926,Некорректный экспорт компонентов приложения Android
927,Использование неявного намерения (Implicit Intent) для чувствительной коммуникации
939,Некорректная авторизация в обработчике пользовательской схемы URL
940,Некорректная проверка источника канала связи
941,Некорректно указанный пункт назначения в канале связи
942,Разрешительная политика безопасности кросс-доменных запросов с недоверенными доменами
943,Некорректная нейтрализация специальных элементов в логике запросов данных
1004,Чувствительная Cookie без флага 'HttpOnly'
1007,Недостаточное визуальное различие омоглифов представленных пользователю
1021,Некорректное ограничение отображаемых слоев пользовательского интерфейса или фреймов
1022,Использование веб-ссылки на недоверенную цель с доступом через window.opener
1023,Неполное сравнение с отсутствующими факторами
1024,Сравнение несовместимых типов
1025,Сравнение с использованием неправильных факторов
1037,Удаление или модификация процессором кода важного для безопасности
1038,Небезопасные автоматические оптимизации
1039,Неадекватное обнаружение или обработка враждебных входных возмущений в механизме автоматического распознавания
1041,Использование избыточного кода
1042,Статический элемент данных вне элемента класса Singleton
1043,Элемент данных агрегирующий чрезмерно большое количество непримитивных элементов
1044,Архитектура с количеством горизонтальных слоев вне ожидаемого диапазона
1045,Родительский класс с виртуальным деструктором и дочерний класс без виртуального деструктора
1046,Создание неизменяемого текста с использованием конкатенации строк
1047,Модули с циклическими зависимостями
1048,Вызываемый элемент управления с большим количеством исходящих вызовов
1049,Чрезмерное количество операций запросов к данным в большой таблице данных
1050,Чрезмерное потребление ресурсов платформы внутри цикла
1051,Инициализация с жестко заданными данными конфигурации сетевых ресурсов
1052,Чрезмерное использование жестко заданных литералов при инициализации
1053,Отсутствие документации по проектированию
1054,Вызов элемента управления на излишне глубоком горизонтальном слое
1055,Множественное наследование от конкретных классов
1056,Вызываемый элемент управления с переменным числом параметров
1057,Операции доступа к данным вне ожидаемого компонента управления данными
1058,Вызываемый элемент управления в многопоточном контексте с нефинальным статическим хранимым элементом или элементом-членом
1059,Недостаточная техническая документация
1060,Чрезмерное количество неэффективных серверных доступов к данным
1061,Недостаточная инкапсуляция
1062,Родительский класс со ссылками на дочерний класс
1063,Создание экземпляра класса внутри статического блока кода
1064,Вызываемый элемент управления с сигнатурой содержащей чрезмерное количество параметров
1065,Элемент управления ресурсами времени выполнения в компоненте созданном для запуска на серверах приложений
1066,Отсутствующий элемент управления сериализацией
1067,Чрезмерное выполнение последовательных поисков в ресурсе данных
1068,Несоответствие между реализацией и документированным проектом
1069,Пустой блок исключения
1070,Сериализуемый элемент данных содержащий несериализуемые элементы-пункты
1071,Пустой блок кода
1072,Доступ к ресурсу данных без использования пула соединений
1073,Не-SQL вызываемый элемент управления с чрезмерным количеством обращений к ресурсам данных
1074,Класс с чрезмерно глубоким наследованием
1075,Безусловная передача управления за пределы блока switch
1076,Недостаточное соблюдение ожидаемых соглашений
1077,Сравнение чисел с плавающей точкой с некорректным оператором
1078,Неподходящий стиль или форматирование исходного кода
1079,Родительский класс без виртуального метода-деструктора
1080,Файл исходного кода с чрезмерным количеством строк кода
1082,Элемент самоуничтожения экземпляра класса
1083,Доступ к данным извне ожидаемого компонента управления данными
1084,Вызываемый элемент управления с чрезмерным количеством операций с файлами или данными
1085,Вызываемый элемент управления с чрезмерным объемом закомментированного кода
1086,Класс с чрезмерным количеством дочерних классов
1087,Класс с виртуальным методом без виртуального деструктора
1088,Синхронный доступ к удаленному ресурсу без тайм-аута
1089,Большая таблица данных с чрезмерным количеством индексов
1090,Метод содержащий доступ к элементу-члену из другого класса
1091,Использование объекта без вызова метода-деструктора
1092,Использование одного и того же вызываемого элемента управления в нескольких архитектурных слоях
1093,Чрезмерно сложное представление данных
1094,Чрезмерное сканирование диапазона индекса для ресурса данных
1095,Обновление значения условия цикла внутри цикла
1096,Создание экземпляра класса Singleton без надлежащей блокировки или синхронизации
1097,Постоянно хранимый элемент данных без связанного элемента управления сравнением
1098,Элемент данных содержащий элемент-указатель без надлежащего элемента управления копированием
1099,Непоследовательные соглашения об именовании идентификаторов
1100,Недостаточная изоляция системно-зависимых функций
1101,Зависимость от компонента времени выполнения в сгенерированном коде
1102,Зависимость от машинно-зависимого представления данных
1103,Использование платформенно-зависимых сторонних компонентов
1104,Использование не поддерживаемых сторонних компонентов
1105,Недостаточная инкапсуляция машинно-зависимой функциональности
1106,Недостаточное использование символических констант
1107,Недостаточная изоляция определений символических констант
1108,Чрезмерная зависимость от глобальных переменных
1109,Использование одной переменной для нескольких целей
1110,Неполная проектная документация
1111,Неполная документация по вводу-выводу
1112,Неполная документация по выполнению программы
1113,Неподходящий стиль комментариев
1114,Неподходящий стиль пробельных символов
1115,Элемент исходного кода без стандартного пролога
1116,Неточные комментарии к исходному коду
1117,Вызываемый элемент с недостаточным описанием поведения
1118,Недостаточная документация по методам обработки ошибок
1119,Чрезмерное использование безусловных переходов
1120,Чрезмерная сложность кода
1121,Чрезмерная цикломатическая сложность по Маккейбу
1122,Чрезмерная сложность по Холстеду
1123,Чрезмерное использование самомодифицирующегося кода
1124,Чрезмерно глубокая вложенность
1125,Чрезмерная поверхность атаки
1126,Объявление переменной с неоправданно широкой областью видимости
1127,Компиляция с недостаточными предупреждениями или ошибками
1164,Нерелевантный код
1173,Некорректное использование фреймворка валидации
1174,Некорректная конфигурация ASP.NET: Некорректная валидация модели
1176,Неэффективные вычисления ЦП
1177,Использование запрещенного кода
1188,Инициализация ресурса с небезопасным значением по умолчанию
1189,Некорректная изоляция общих ресурсов в системе на кристалле (SoC)
1190,Устройство DMA включено слишком рано на этапе загрузки
1191,Отладочный и тестовый интерфейс на кристалле с ненадлежащим контролем доступа
1192,Некорректный идентификатор IP-блока используемый в системе на кристалле (SOC)
1193,Включение питания недоверенного вычислительного ядра до включения контроля доступа к фабрике
1204,Генерация слабого вектора инициализации (IV)
1209,Неспособность отключить зарезервированные биты
1220,Недостаточная гранулярность контроля доступа
1221,Некорректные значения регистров по умолчанию или параметры модуля
1222,Недостаточная гранулярность адресных областей защищенных блокировками регистров
1223,Состояние гонки для атрибутов с однократной записью
1224,Некорректное ограничение битовых полей с однократной записью
1229,Создание возникающего ресурса
1230,Раскрытие чувствительной информации через метаданные
1231,Некорректное предотвращение модификации бита блокировки
1232,Некорректное поведение блокировки после перехода состояния питания
1233,Чувствительные к безопасности аппаратные элементы управления без защиты битом блокировки
1234,Внутренние или отладочные режимы оборудования позволяют переопределить блокировки
1235,Некорректное использование автоупаковки и автораспаковки для операций критичных к производительности
1236,Некорректная нейтрализация элементов формул в CSV-файле
1239,Некорректное обнуление аппаратного регистра
1240,Использование криптографического примитива с рискованной реализацией
1241,Использование предсказуемого алгоритма в генераторе случайных чисел
1242,Включение недокументированных функций или «chicken bits»
1243,Чувствительная энергонезависимая информация не защищена во время отладки
1244,Внутренний актив доступен для небезопасного уровня или состояния отладки
1245,Некорректные конечные автоматы (FSM) в аппаратной логике
1246,Некорректная обработка записи в энергонезависимую память с ограниченной записью
1247,Некорректная защита от глитчей напряжения и синхронизации
1248,Дефекты полупроводников в аппаратной логике с последствиями для безопасности
1249,Инструмент администрирования на уровне приложения с несогласованным представлением базовой операционной системы
1250,Некорректное поддержание согласованности между независимыми представлениями общего состояния
1251,Зеркалированные регионы с разными значениями
1252,ЦП не сконфигурирован для поддержки эксклюзивности операций записи и выполнения
1253,Некорректный выбор значений предохранителей (Fuse)
1254,Некорректная гранулярность логики сравнения
1255,Логика сравнения уязвима для атак по побочным каналам питания
1256,Некорректное ограничение программных интерфейсов к аппаратным функциям
1257,Некорректный контроль доступа к зеркалированным или псевдонимным областям памяти
1258,Раскрытие чувствительной системной информации из-за неочищенных отладочных данных
1259,Некорректное ограничение назначения маркеров безопасности
1260,Некорректная обработка перекрытия между защищенными диапазонами памяти
1261,Некорректная обработка одиночных событийных сбоев
1262,Некорректный контроль доступа к интерфейсу регистров
1263,Некорректный физический контроль доступа
1264,Аппаратная логика с небезопасной десинхронизацией между каналами управления и данных
1265,Непреднамеренное реентерабельное обращение к нереентерабельному коду через вложенные вызовы
1266,Некорректная очистка чувствительных данных с выведенного из эксплуатации устройства
1267,Политика использует устаревшее кодирование
1268,Привилегии политики назначаются несогласованно между агентами управления и данных
1269,Продукт выпущен в конфигурации не предназначенной для выпуска
1270,Генерация некорректных маркеров безопасности
1271,Неинициализированное значение при сбросе для регистров хранящих настройки безопасности
1272,Чувствительная информация не очищена перед переходом в режим отладки/изменением состояния питания
1273,Совместное использование учетных данных для разблокировки устройства
1274,Некорректный контроль доступа к энергозависимой памяти содержащей загрузочный код
1275,Чувствительная Cookie с некорректным атрибутом SameSite
1276,Дочерний аппаратный блок некорректно подключен к родительской системе
1277,Прошивка не обновляема
1278,Отсутствие защиты от аппаратного реверс-инжиниринга с использованием методов визуализации интегральных схем (IC)
1279,Криптографические операции выполняются до готовности вспомогательных блоков
1280,Проверка контроля доступа реализована после доступа к активу
1281,Последовательность инструкций процессора приводит к неожиданному поведению
1282,Предположительно неизменяемые данные хранятся в перезаписываемой памяти
1283,Изменяемые данные аттестации или отчетности об измерениях
1284,Некорректная валидация указанного количества во входных данных
1285,"Некорректная валидация указанного индекса, позиции или смещения во входных данных"
1286,Некорректная валидация синтаксической корректности входных данных
1287,Некорректная валидация указанного типа входных данных
1288,Некорректная валидация согласованности внутри входных данных
1289,Некорректная валидация небезопасной эквивалентности во входных данных
1290,Некорректное декодирование идентификаторов безопасности
1291,Повторное использование открытого ключа для подписи как отладочного так и производственного кода
1292,Некорректное преобразование идентификаторов безопасности
1293,Отсутствие корреляции источника множественных независимых данных
1294,Небезопасный механизм идентификаторов безопасности
1295,Отладочные сообщения раскрывающие ненужную информацию
1296,Некорректное связывание или гранулярность отладочных компонентов
1297,Незащищенная конфиденциальная информация на устройстве доступна для поставщиков OSAT
1298,Аппаратная логика содержит состояния гонки
1299,Отсутствие механизма защиты для альтернативного аппаратного интерфейса
1300,Некорректная защита физических побочных каналов
1301,Недостаточное или неполное удаление данных внутри аппаратного компонента
1302,Отсутствие идентификатора источника в транзакциях сущностей на системе-на-кристалле (SOC)
1303,Непрозрачное совместное использование микроархитектурных ресурсов
1304,Некорректно сохраненная целостность состояния аппаратной конфигурации во время операции энергосбережения/восстановления
1310,Отсутствие возможности исправления кода ПЗУ
1311,Некорректная трансляция атрибутов безопасности мостом фабрики
1312,Отсутствие защиты для зеркалированных регионов в межсетевом экране на кристалле
1313,Аппаратура позволяет активацию тестовой или отладочной логики во время выполнения
1314,Отсутствие защиты от записи для значений параметрических данных
1315,Некорректная установка возможности управления шиной в конечной точке фабрики
1316,Карта адресов фабрики позволяет программировать необоснованные перекрытия защищенных и незащищенных диапазонов
1317,Некорректный контроль доступа в мосту фабрики
1318,Отсутствие поддержки функций безопасности в фабриках или шинах на кристалле
1319,Некорректная защита от электромагнитной инжекции сбоев (EM-FI)
1320,Некорректная защита исходящих сообщений об ошибках и аварийных сигналов
1321,"Некорректно контролируемая модификация атрибутов прототипа объекта («Прототипное загрязнение»)"
1322,"Использование блокирующего кода в однопоточном, неблокирующем контексте"
1323,Некорректное управление чувствительными данными трассировки
1325,Некорректно контролируемое последовательное выделение памяти
1326,Отсутствие неизменяемого корня доверия в оборудовании
1327,Привязка к неограниченному IP-адресу
1328,Номер версии безопасности может быть изменен на более старые версии
1329,Зависимость от компонента который не может быть обновлен
1330,Остаточные данные читаемые после стирания памяти
1331,Некорректная изоляция общих ресурсов в сети на кристалле (NoC)
1332,Некорректная обработка сбоев ведущих к пропускам инструкций
1333,Неэффективная сложность регулярных выражений
1334,Неавторизованная инжекция ошибок может снизить аппаратную избыточность
1335,Некорректный побитовый сдвиг целого числа
1336,Некорректная нейтрализация специальных элементов используемых в шаблонизаторе
1338,Некорректная защита от перегрева оборудования
1339,Недостаточная точность или аккуратность вещественного числа
1341,Многократное освобождение одного и того же ресурса или хендла
1342,Утечка информации через микроархитектурное состояние после transient-выполнения
1351,Некорректная обработка поведения оборудования в исключительно холодных условиях
1357,Зависимость от недостаточно надежного компонента
1384,Некорректная обработка физических условий или условий окружающей среды
1385,Отсутствие проверки источника в WebSockets
1386,Небезопасная операция с точкой соединения / точкой монтирования Windows
1389,Некорректный парсинг чисел с разными основаниями
1390,Слабая аутентификация
1391,Использование слабых учетных данных
1392,Использование учетных данных по умолчанию
1393,Использование пароля по умолчанию
1394,Использование криптографического ключа по умолчанию
1395,Зависимость от уязвимого стороннего компонента
1419,Некорректная инициализация ресурса
1420,Раскрытие чувствительной информации во время transient-выполнения
1421,Раскрытие чувствительной информации в общих микроархитектурных структурах во время transient-выполнения
1422,Раскрытие чувствительной информации вызванное некорректной пересылкой данных во время transient-выполнения
1423,Раскрытие чувствительной информации вызванное общим состоянием микроархитектурного предиктора влияющим на transient-выполнение
1426,Некорректная валидация вывода генеративного ИИ
1427,Некорректная нейтрализация ввода используемого для промптов LLM
1428,Использование HTTP вместо HTTPS
1429,Отсутствие обратной связи о невыполненных операциях в аппаратном интерфейсе
1431,Вывод промежуточных криптографических состояний/результатов на выходы аппаратного модуля
1434,Небезопасная настройка параметров инференса модели генеративного ИИ/МО
